LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS,Matched_CPU,Matched_GPU
270,Asus,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,12GB,12,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050 Ti,Linux,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
743,HP,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,12GB,12,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
702,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,12GB,12,1TB HDD,,1000,0,"1,000",AMD Radeon RX 580,Windows 10,Core i7-4700HQ,AMD Radeon RX 580 2048SP
755,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,12GB,12,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
425,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,4K Ultra HD / Touchscreen ,3840x2160,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,1TB SSD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1203,Razer,Gaming,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,1TB SSD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
498,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,4K Ultra HD / Touchscreen ,3840x2160,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,32GB,32,1TB SSD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
955,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
63,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Linux,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
79,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Linux,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
222,Asus,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
240,Asus,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
269,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
315,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050Ti,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050
370,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050Ti,Linux,Core i7-4700HQ,NVIDIA GeForce GTX 1050
375,Dell,Workstation,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia Quadro M620,Windows 10,Core i7-4700HQ,NVIDIA Quadro M620 Mobile
397,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
538,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1.0TB Hybrid,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
191,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050 Ti,No OS,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Ti Max-Q
599,HP,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
1087,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
466,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.7GHz,Core i7 7700HQ 2.7GHz,Core i7 7700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
962,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,IPS Panel 4K Ultra HD ,3840x2160,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,16GB,16,1TB SSD,,1000,0,"1,000",Nvidia Quadro M520M,Windows 10,Core i7-4600U,NVIDIA Quadro M500M
751,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,8GB,8,1TB SSD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i7-4600U,Intel HD Graphics 620
71,Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,12GB,12,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
505,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,12GB,12,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
335,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,16GB,16,1TB SSD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
1060,Lenovo,Ultrabook,14,IPS Panel 2560x1440,IPS Panel ,2560x1440,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,16GB,16,1TB SSD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
517,Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,16GB,16,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10,Core i7-4500U,AMD Radeon R7 M445
964,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
1023,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,Windows 10,Core i7-4500U,NVIDIA GeForce 920MX
80,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10,Core i7-4500U,NVIDIA GeForce 940MX
379,Dell,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Linux,Core i7-4500U,AMD Radeon R7 M445
388,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GT 940MX,Windows 10,Core i7-4500U,NVIDIA GeForce 940MX
548,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux,Core i7-4500U,AMD Radeon R5 M430
685,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10,Core i7-4500U,NVIDIA GeForce 930MX
722,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon 530,Windows 10,Core i7-4500U,AMD Radeon 530 Mobile
738,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10,Core i7-4500U,NVIDIA GeForce 930MX
793,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD FirePro W4190M,Windows 10,Core i7-4500U,AMD FirePro W4190M
876,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,No OS,Core i7-4500U,NVIDIA GeForce 940MX
919,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 920MX,No OS,Core i7-4500U,NVIDIA GeForce 920MX
1089,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,No OS,Core i7-4500U,NVIDIA GeForce 940MX
635,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10,Core i7-4500U,NVIDIA GeForce 940MX
1158,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i7-4500U,NVIDIA GeForce GTX 1050 Mobile 3 GB
284,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux,Core i7-4500U,AMD Radeon R5 M430
287,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux,Core i7-4500U,AMD Radeon R5 M430
290,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M430,Linux,Core i7-4500U,AMD Radeon R5 M430
344,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon R7 M445,Windows 10,Core i7-4500U,AMD Radeon R7 M445
811,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 7500U 2.7GHz,Core i7 7500U 2.7GHz,Core i7 7500U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel HD Graphics 620,Windows 10,Core i7-4500U,Intel HD Graphics 620
153,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6820HK 2.7GHz,Core i7 6820HK 2.7GHz,Core i7 6820HK ,64GB,64,1TB SSD,,1000,0,"1,000",Nvidia GeForce GTX 980,Windows 10,Core i7-6850K,NVIDIA GeForce GTX 980 Mobile
432,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960<U+039C>,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 960
154,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,16GB,16,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 965M,No OS,Core i7-4700HQ,NVIDIA GeForce GTX 965M
593,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,6GB,6,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 960M
142,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1060,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 1060 6 GB GDDR5X
620,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",AMD FirePro W6150M,Windows 7,Core i7-4700HQ,AMD FirePro W6150M
847,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 960M
851,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 960M
855,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6700HQ 2.6GHz,Core i7 6700HQ 2.6GHz,Core i7 6700HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 960M,Windows 10,Core i7-4700HQ,NVIDIA GeForce GTX 960M
922,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,IPS Panel Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 6560U 2.2GHz,Core i7 6560U 2.2GHz,Core i7 6560U ,16GB,16,1TB SSD,,1000,0,"1,000",Intel Iris Graphics 540,Windows 10,Core i7-8650U,Intel Iris Graphics 540
888,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,16GB,16,1.0TB Hybrid,,1000,0,"1,000",AMD Radeon R7 M360,Windows 10,Core i7-8650U,AMD Radeon R7 M360
875,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,4GB,4,1.0TB Hybrid,,1000,0,"1,000",Intel HD Graphics 520,Windows 7,Core i7-8650U,Intel HD Graphics 520
576,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,6GB,6,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10,Core i7-8650U,AMD Radeon R5 M330
579,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,6GB,6,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10,Core i7-8650U,AMD Radeon R5 M330
582,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,6GB,6,1TB HDD,,1000,0,"1,000",AMD Radeon R5 M330,Windows 10,Core i7-8650U,AMD Radeon R5 M330
857,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,1.0TB Hybrid,,1000,0,"1,000",AMD Radeon R5 M330,Windows 7,Core i7-8650U,AMD Radeon R5 M330
933,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 6500U 2.5GHz,Core i7 6500U 2.5GHz,Core i7 6500U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 940MX,Windows 10,Core i7-8650U,NVIDIA GeForce 940MX
560,Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,12GB,12,1TB HDD,,1000,0,"1,000",Nvidia GeForce 150MX,Windows 10,Core i5-8250U,NVIDIA GeForce RTX 4050
62,Acer,Notebook,15.6,IPS Panel 1366x768,IPS Panel, 1366x768,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,12GB,12,1TB HDD,,1000,0,"1,000",Nvidia GeForce MX130,Windows 10,Core i5-8250U,NVIDIA GeForce MX130
428,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,1TB HDD,,1000,0,"1,000",AMD Radeon 530,Windows 10,Core i5-8250U,AMD Radeon 530 Mobile
54,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,1TB HDD,,1000,0,"1,000",Nvidia GeForce MX150,Windows 10,Core i5-8250U,NVIDIA GeForce MX150 GP107
748,HP,Notebook,15.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,4GB,4,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
493,Dell,Ultrabook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon 530,Windows 10,Core i5-8250U,AMD Radeon 530 Mobile
546,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",AMD Radeon 520,Linux,Core i5-8250U,AMD Radeon 520 Mobile
794,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
813,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
836,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10,Core i5-8250U,NVIDIA GeForce 930MX
406,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Intel UHD Graphics 620,Windows 10,Core i5-8250U,Intel UHD Graphics 620
800,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 8250U 1.6GHz,Core i5 8250U 1.6GHz,Core i5 8250U ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce 930MX,Windows 10,Core i5-8250U,NVIDIA GeForce 930MX
45,Acer,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Linux,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
52,Acer,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Linux,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
192,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
416,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
491,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
341,Dell,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1.0TB Hybrid,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
871,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i5 7300HQ 2.5GHz,Core i5 7300HQ 2.5GHz,Core i5 7300HQ ,8GB,8,1TB HDD,,1000,0,"1,000",Nvidia GeForce GTX 1050,Windows 10,Core i5-7300HQ,NVIDIA GeForce GTX 1050 Mobile 3 GB
